Address, Current Balance, Expected Amount
0xbdcea1d7ce4813dad61edd88ad466a60bb5e6901,956922,886728
0xbdf17f2bacf0f2e228397cd2230efd89dd2178a4,60297,60297
0xbdf9b566e0525fd2241b874acf172618c1489f07,330737,177345
0xbe091d0ddca6c588949a4f5b6dc3e7439e2ac1a1,62673,62673
0xbe12d94f48dfb61b04b9f0d36cb98a137ae76b2e,532036,532036
0xbe1d088dd869abc8b4cd6137daefcb25b86c6ea2,443364,443364
0xbe20b571de6cf7a4dc586daa5b2704aa2a0b3c7f,77216,77216
0xbe2d73df72086524171b0061408d97528d787725,443364,443364
0xbe4be1c532250eed6a32da2d819aa3caa83514db,177345,177345
0xbe638be56f75cbb865bd60d89f790b1ea1b1be6d,17170,17170
0xbe6c2e68604b8b7d4fed70fec0393a42b6ae1ec4,58524,58524
0xbe6fdb86db60e1ad5928a6d679f6dd7d79c0fe09,505526,88672
0xbe7a475119c3e34ee9f92ce7fe313a84b37bad53,100298,60297
0xbe8a8ccae4f24c710a1819c8bb29057083dd1fc1,2144460,1208876
0xbe8c2dbea4bc08800c5da40973eb4725351db536,79805,79805
0xbe904548850b2cc4b4a1f51b75661d93473f44d8,621822,610040
0xbe9118fec6fc472024d25931c9d714ae0cf8b823,177345,177345
0xbe9b157dd29e1ef11ccfbba75f5cbb8e21c5dc92,1104747,532036
0xbe9f33a2333e93e27c3e2aeabaa84267971f714e,1500000,1294071
0xbed9eb2e41e0e1eb729ee3a65bca5880b1fbec21,457168,242344
0xbee1d5cc24d8b766af626ef8ecae8079fa34edcf,1823456,1773456
0xbeeb65e0561aaf05167b737cb97ab545e6a89233,74969,58524
0xbeede255a325e822da4bca8b0726b39c24448c47,1150480,301179
0xbeeee2bc0d347e017a467103e511365a746b2e92,354691,354691
0xbefc15f65274bbb680976513b6e74bf0181e46e4,4690684,1773456
0xbeff7e677809788853d0f05ade9159c3b0ea8195,5275530,1773456
0xbf076c5bc1dee6061615ec4249cd2e6983040bd3,78032,78032
0xbf07757c330474316412b53b21a394f2c22dfdcf,265139,177345
0xbf084046759dc2c628d5c99a4eec705021c1f339,58524,58524
0xbf09774ce92771fdb78b9188f32e5b0e94eab17f,2026367,1773456
0xbf1162c1c1326b20e63b0261f4aae9f3af439c6c,79805,79805
0xbf146780d0e794c4d0a8303a46fdcf0b9850bcbb,500065,145512
0xbf14fdade69d44ff8257cd80d79cd53a31c9f8db,443364,443364
0xbf167e0dfe84e9379c08b28e20beb4a7f0ab3e1c,496567,496567
0xbf16942235195dbac9d3c0738002e484f0af80dc,6040179,798055
0xbf2a83da595bb58b65e804bd45943eae8d6e58ec,70938,70938
0xbf3a3a02761b223bbf527c02d43154f9089d5a8e,517856,88672
0xbf519f5e1b4c807aa5ac716ce10dace69e3107f5,177345,177345
0xbf5704b98a5d2ea402f0d5a79771b24900b44454,88672,88672
0xbf6963294a9c2da9eec94de2e688060581c58507,177345,177345
0xbf6c11aed849a22058506dbf99bb2fa39f526674,1572392,100539
0xbf73d6cd3932f9ebf39c8b0c3e06c053d3892aa0,58524,58524
0xbf74536e6c41041aa0099b88226b160973f70427,106407,106407
0xbf7d9f6f8793bba2b2a2bdff97ce361a08d4ff18,354691,354691
0xbf811b35ad7bb8ad61311b746298e3040118f74a,5320368,5320368
0xbf96710bdb89229d414b7f0c0efc0f17614e15d9,150071,99071
0xbfabe78685b624e0fadb86f7a26a596024b4c4a7,886728,886728
0xbfb1ae4c6ecd7929e71b35635fb5206be7c3f546,266018,266018
0xbfb4eb1e26eb58858f5dbf42828d48a63ba85485,177345,177345
0xbfba25cc53dde20d9fbb2537bbefca74f7c88a17,513417,513417
0xbfc9a2bf5b6c97a997624601f4c5699948ee76ea,355264,355264
0xbfca69578c4f5c4c01c944abee898af7937a1da8,301487,301487
0xbfca951f620aa5e5890f61fe9e924d1f9d5b8a34,58524,58524
0xbfd328cdbf8045693f5404fa0ae80cc957b157cd,532036,532036
0xbfd670773031326da0681ce5d9499a2e4b6f6e59,65843,58524
0xbfd6b54875a7aae4eb34579bba1f2a16e9521792,177345,177345
0xbfddb74475a9e8da73cc8463745470f29efbb591,8867280,8867280
0xbfe8d5abf248081fe03236e31efdfdfe1562f9a2,177345,177345
0xbfecc6fe84368738d170fe2daeff9f075983543e,148964,148964
0xbffa24a2c83bf0b9bbfef8f329ce0c582a701930,120682,120682
0xbffadf2903e6ec32dc0a7b5a2b57de0e728ec0b5,354691,354691
0xbffc9767a6bbe4bfeb7901559fe253993bee681b,177345,177345
0xbffe4f1724b8e3b44dc86e395801374f88769ed6,90446,90446
0xbffef7febe99aa42a11cb2515df63b29fed7c4e0,5038924,3546912
0xc020e8c5a9a7938bda0bfff0d9254b47ca511e7c,501930,501930
0xc021d254e1cf67fc8e3cb103349b4e2e7518447b,177345,177345
0xc02b37ec572b44b526512b0570900a3284fd3992,177345,177345
0xc02c187c46792d997393c6e3290adc6426ee192e,90446,90446
0xc02f445157b6075a53e551554cf914da3efb6212,196635,196635
0xc02f91c379d42000515dc4b5fb1dbe478f2497dc,496567,496567
0xc042eba0f649c1dc08f9877d91c4743af7eab948,215748,177345
0xc0571b2cc9b21fefc1460851ab78550d06402bb6,159611,159611
0xc0571f189d676a8138c456e8cb2cf3ebf58a4c41,79805,79805
0xc05aa471f3bf88c940812d17a7630f620f003778,58524,58524
0xc071821439c5584ae7a6111556836b1dc0574f8e,276748,276748
0xc074e29aa5519e20f11ad3a8780298bf7d94547f,58524,58524
0xc07992a7d4db48879d0d46468cec71a89823477f,2179754,798055
0xc08633a908d01a2e7122e9d96623192e8f3eee1e,58524,58524
0xc089e36ba105de8b1652a2a39b6ccaf17f147a82,907913,88672
0xc0b7f9ff1499ac2185b4d63ce11fe7a9abeb1ac8,59056,59056
0xc0bddf272bb92ff40f8c1e4091e24e0e8b230181,1051353,354691
0xc0bf0985f3d8dbaad7a46e1febe167129698b8b7,768322,354691
0xc0c157510f443067edac00cc5b5e297e67315d53,60297,60297
0xc0c6d2acc5ee8403e0b50f8fad62c1263b9fb7fe,620709,620709
0xc0c9465e8f5f8c069c9062a84fe5822acfaf2e43,999999,177345
0xc0df3ed2aaef9d955dc40186dca71f972b287fc9,117683,117683
0xc0df91ae55336fa7cede5f7e5b9d4c84ba76ed34,354691,354691
0xc0e72285b9f0d18b9e8ed50ac8bac4525b2c2a0d,1223684,1223684
0xc0fc6fee9df09115378acc845c165135ecf67fa7,177345,177345
0xc11e56afe7fb35f57247deef56058957c4dd7e52,177345,177345
0xc12b064b0670c88ac284a8ad01c2b0879db1d7d6,88672,88672
0xc12e0cbffd0e8c07e335fdac09bc0eaf6d92a557,785967,734796
0xc13d5b496f0d9fee1ae70897a2483b10b021f62d,196853,196853
0xc14b498a8b18611f788512f2ccf6fb054080a5ab,2534306,1596110
0xc15817feffb6f5f42ffe6bece6f576f528b16afb,608190,124141
0xc16ee661399a9fd4f62577f52432227473fb4c86,494582,368403
0xc17b79dbde4bee81abc55fdcbd5151d25690a979,139869,88672
0xc186c0d4dbb5a6ea2bb44e545386736824fe5bbb,3661541,3546912
0xc19a6f2c0ae634a3eeb688bb4a2b36342264449d,339326,339326
0xc1a1b444c9d9b9a5475967d3db89e7db8232a015,238293,159611
0xc1a38a5243600aa083c665efc3a75b1ab3d345c3,772224,772224
0xc1ac911f9e9f2c3262ffce96b9998e4a0c243ef4,98338,98338
0xc1aea1946808082475676e1b033803621dacbb16,10682284,1436499
0xc1af6d63d657ac2deb59b770225a95d1c95976ba,2132535,886728
0xc1b082b369c60d9fbf45d63c5d2885ba8dfc79ae,177345,177345
0xc1b283fb01695fef51219cbf2caaf6215b88e0db,106407,106407
0xc1b80dffb483ab47bcf54fabb68236a654270ee7,35469,35469
0xc1c03474cd9dccb8f61e4e3c08f0534d7eb10cae,72711,72711
0xc1cad6df277106222dd45cf5b0300fbd4d1193d5,449276,177345
0xc1cce4dbfb4599986569ef33dd1e06f33e6cd058,372425,372425
0xc1ce9f69f16f747125b342a95754742af9d4b841,798055,798055
0xc1e35dfb76233b7ff4f2d1923a5e735e92c8db49,1259126,886728
0xc1f30813c05e4f3373eeac2f08e6272616cdceb4,1414839,886728
0xc1fb08d9e585422464b0ebcd45c8863a0416df60,172758,172758
0xc1fb7d4f9f0827fd8f1164af662f6953ca6606ae,392988,177345
0xc2110c40e2e32fecab4006e9acb902fae8c41b3f,58524,58524
0xc21c99be3a405cad071c321f1d1b5e4b4c55650b,88672,88672
0xc2210329e161ad75415c4ee65a35f1c061717e2a,823501,124141
0xc221f41c08656e9fd49141306a9365ff8702b8a5,177345,177345
0xc23659d42d56a5045a7c160e11c2ca4a3ced7636,336956,336956
0xc2472cd2c8e4e49767241bd70882ebd67e9011d0,4129297,3192221
0xc24cb1e7584e359ab13378e1874074d5c4eccf19,88672,88672
0xc28831244ad5b0b32a2bfad2473ddfa4aae76700,4078949,4078949
0xc2905db1042d763aa58e63279843617c31213b9f,16482989,8867280
0xc2a375cd5b3e4b54989207d9bfcf5aaa4c60089c,354691,354691
0xc2b978451b63e762352dfbcf1e0133d08e01f129,177345,177345
0xc2bce8c61b0ae45d16911b0562ca72978dfedc59,434501,319222
0xc2c77be78db82d3735d94adb10563d115250fdd4,76347,58524
0xc2cd26c2e5be47d778404825eeddc4559b61aae5,212814,212814
0xc2d5e8efd874d0d0dcbea312f06438afc7ab831e,99313,99313
0xc2d9eb979f4679adc0a4328ac5caa096a03f18c3,180360,106407
0xc2ded2e2dcdd8b4d5039fefa6bde1f3bd8db83e4,24259,24259
0xc2e5422ecd71d12aa60efb34035f83940516e8ca,59410,59410
0xc2e7c3a5675ee1308d56f5e4fd614007e0fcc63b,266018,266018
0xc2eb76e3a6c382e1948d9e3da67a4706304c9366,59268,59268
0xc2ec3285ca77b3015995c5e731289c7cf9fe4728,791740,751147
0xc2fa86a75b25dac0d423c1ee240019bf2c23397b,88672,88672
0xc317179343f09239814d8b1360bd782ca212c8fe,195080,195080
0xc319d409a8b297289e2aba17b289c2925f41c857,1781352,200489
0xc31a0549d0a746f9c1de4979e7639fbc37bcdf25,1231133,1231133
0xc324be05c11c3bcade86cc0b1b6ab378a3424805,70938,70938
0xc32bd70d72dc65090320a1f7f4b52590b38ae55f,141876,141876
0xc3363b331730fcb09ad4420923fb2ec4b12e45b9,283176,121529
0xc33b6992331166c37263d54fb94cf85fb40a7166,511668,112207
0xc33de84bb52e9cc4d535ef7ba98d31a99a33c6ed,6447391,6447391
0xc3423cd6f382912220257f7a3bde7feda9de8f2c,443364,443364
0xc3448bde3f2c231869e96b5f46a9d35e270fb42a,227622,198627
0xc35eccfcd1be4878c26b7cb80e5391c7eceb4ee0,58524,58524
0xc360182392cc124d4e8014feaa6bfc40ed75b361,1503980,532036
0xc362f2becebdc1ff152e645552e57a7013eb1b1a,88672,88672
0xc367bb8961ff91dcca7b0be6370b3205e589d236,237643,237643
0xc36a9b6bc9e70aaaee87ab975165c9bb41d406e0,177345,177345
0xc37e705f34801896121b2da24327332cb7dc2ca7,58524,58524
0xc37e920a57e753a419144d01a4278faa8275706e,53203,53203
0xc37ee83ead2846d391f304a965f88aa40f8b124a,235869,235869
0xc381c2586cb49d289dee9c823f7b51d333740dbe,590560,590560
0xc3881136bf7502e9fb4444f9c45b67b550a74315,58524,58524
0xc39db9c44b26f00483235ecd437af16c0ba31936,1638673,1638673
0xc39e589e129c6096ef4cbc34ac018c504a6078bd,266018,266018
0xc39fc4c5f01ec000b932a3fde86629d70c11f4c6,354691,354691
0xc3a61f74cbbce8fca237ac91875bebb6de3923b0,5196226,5196226
0xc3b160df7060afb21d0efaf84baf5db70ae6401c,59056,59056
0xc3b3f0c35ffe4c8b430b55c998185b364d7cdd52,532036,532036
0xc3b54ea16738eb011347db0cd4b851bcfe6ba8c9,211041,211041
0xc3bc53d620e4340d622aef0d49bbf632347cea44,532036,532036
0xc3c6fe688d130bdb88a8d2b51eaaf81ee991b9df,70938,70938
0xc3d34cf9d526db02b8a10fa72897a57feabdf82a,266018,266018
0xc3e62d4863e98f9c9ae7f216f5f189c3e33cfd3b,1200971,590560
0xc3ea518c73ed60863ac4fa136e5295479bcec8bd,746733,746733
0xc3eed344530665bfed41c3da668b3ad68ab2dd91,11364,11364
0xc3fbdb67c74fc806cf64ca00033e8f3801edc290,886728,886728
0xc4096cb61b631b5111c3b83f8df53ab062e93170,1773456,1773456
0xc4098626684b46a263ab0461982e825c46470017,88672,88672
0xc40d91b2d60f9a042a5300ae414f792d072f920a,65161,65161
0xc415be2018efd223383708ec78ca9fb357707d12,354691,354691
0xc42702bd749c5f519861870c4605ad89b85d3d33,1773456,1773456
0xc4293f52633b3603e65e9b4c2b4df40eeecca91c,886728,886728
0xc42a28cf7e57d2a714e01e0d13c76346ce305e7c,88672,88672
0xc43168230513f44711ee954288c71cb649d1631a,106407,106407
0xc4359587c848e6cace36bf6a6b326c8d16d36bd8,709382,709382
0xc439cf29699b77d75b49d9e430b89e5c6e648590,117048,117048
0xc43c14e4bceb3fa8693b70b8b9fb62ca5e2ac656,126132,99313
0xc4416a182489671fb96de08a4d1bcc588214e78e,13204843,620709
0xc4516759ab201a3a79c7e1b3fbd224c1b29ac2db,6669046,6669046
0xc4594c58323ee3bbc0dd8c6ef5a8ea241e96f3b8,7980320,1773456
0xc474fe97b1b658c20abeeac22a844d7d5e30fd62,404348,404348
0xc4849c00b079856e5135dcde16b0725a0831646e,469965,469965
0xc48a1b7aaec73205363dc368241b0d5aeafc8a89,122368,122368
0xc4b0f0b8614bc51fbf9b9e3b0b6e52ebfd9dd56a,2000503,1773456
0xc4b25597a38069ddeea4c4a8157bf9c1b9c424b2,181553,48592
0xc4be7dd2f1dbba2145fe59c26f757c788fc31c26,62070,62070
0xc4cac68f2ce80c328dabcfee4bebc48ca34b66e6,731687,532036
0xc4dc55f23cec94e43282d88818558a2cec0180e0,177345,177345
0xc4e7512aaa50c44d997f67c4746bc71be00f47ba,95766,95766
0xc4ec5f5bb2f3a887a86e2c9990b73ec2562febbb,3546912,3546912
0xc4f1ecbc3a8a086c9c91ad82bbcdc5f789c1c699,88672,88672
0xc5074c7679a33de330225a474861dd3f7b6e1eb9,58524,58524
0xc50a2b9ade412024e54e835b9a3aeae360303d5e,104633,104633
0xc50b25d702fee35e123219862633f145941ce4a8,781498,781498
0xc51276951cd36033deb13548606d6f6d525691c9,88672,88672
0xc518bb7a1f460f27bc4fd26190c4e3f601e84ee6,16746,16746
0xc51ee0269b665cabb2337450f8b48798817e951f,77189,77189
0xc52a114265f4a4ca548d57836397ab3c75d4c667,53203,53203
0xc53c74cf003c33e7b33c0aea849424e8c2182f62,145423,145423
0xc545ecef8bb304650c6f28925b3a9b043d3afa66,8867283,8867280
0xc5553e14c92daa00b2fc02afba0a13a2021862db,2482838,2482838
0xc565f08b89a21774666cd626612bc7260fb8d62f,124141,124141
0xc584180fd1c981ee982519cc3f72a428a012d8ad,1104310,1080681
0xc59152ff5d51e02fb5d3814e306727c35e6eac85,22235,22235
0xc593f0b7e2c72cbab3fcc6e51b4edd5fc71bac68,196853,196853
0xc597e93437faf9a2247228b1046df8377d8e40d6,188458,168478
0xc5b2099630415d9fa4a175920cdf119465d9e923,174813,88672
0xc5c4fb4635a259e5733f9cddd16b4429a216a8c6,638444,638444
0xc5cdc8030532be5face62725b666b7f1d76f4b0d,632676,632676
0xc5cfe2ec00049abdefc9968c1164297ec93b6329,532036,532036
0xc5d6aff13068ef036ea54ede932e0adfdf8e9867,151137,150743
0xc5de1beff4c2b8f959c4b1859bc490c4216d3d29,354691,354691
0xc5e09f2490bbc51464a9afcf1e7c4410b1ff7bf4,177345,177345
0xc5e89bbc0ca537300dbdf5ee0e1000085c789c29,63844,63844
0xc601bc5957862ac26f13122b1e35dd050de591f9,1384640,100236
0xc61222f8660f3555ee58effdb1c15d5405cd54ac,443364,443364
0xc619f81c6ae4081eeb1f485b2055d5c07af4d777,177345,177345
0xc61ea60771eee26a3583f18c83b0e7dc1353fa46,88672,88672
0xc62ae426e4bcb16b5532ee90c1656d9550643da3,906510,674300
0xc62b8937b607cb7f9f5992a2206b5b0c4c877595,416762,416762
0xc62dc6992ad92115b248c33312fa1f2d30e0f132,14919616,8867280
0xc6426f9a016847aeb04a6d150bd5fefef0f52fac,2128147,2128147
0xc643c9411a6b489e9833b16631140f42bbfcb6d1,88672,88672
0xc64ec4962b0a7171f0b5ad250a2715b1c7bbec44,58910,58910
0xc6690bb7687b83ade5f6f846e8b41983de6fc84a,1239711,1166269
0xc674e7d16e6e5defc599f250fca70c2f9b37ae34,532036,532036
0xc67cfdae7bd350aa3932af5a5c4e73dbc34ff111,886728,886728
0xc683126db78bfb999ac93819549f2ce3b52531a6,60297,60297
0xc68cfd4265628a209016f30a3cb3952ecc4cd0cd,101397,101397
0xc6a0d1dd3c043241e0227d5b48dc7d6cee6563a4,177345,177345
0xc6b419ea4a5a328ca8ed5720b18440aefe631c00,700515,700515
0xc6bc65217ab715a2c8a21c27dd8e02a7beaa45e4,62070,62070
0xc6c051893b787a142147de99274d155978218eaa,77479,77479
0xc6c0f64f6fe0a5b7c513eaeb4e8b398e8e4bbbbb,62070,62070
0xc6e2dcf6c60ac5262337b9eb182823812471351f,88672,88672
0xc6f661e82b73897656d94fc9bd0366f7478eda6e,49656,49656
0xc6f7a946c3eb0a17d4df4e7b9e56d9ce4ed834c4,1064073,1064073
0xc7089fe8f49ace02e33e1cf0c8a9eeaefdc56911,98426,98426
0xc70b35a93ed370607d0887f138ef893117fdead6,2663482,917408
0xc70e524f0129df31f0548361ce4b8b72736b6875,98089,98089
0xc710ddcd978634cc7c7e63cf74023a6f2526f09c,97540,97540
0xc71c8b4d21187b6de9d5d6a97b08e1f953a3dc3a,354691,354691
0xc725635ce200b20b9f26a9a67ceded49cf8f8b4d,106407,106407
0xc7312cfbf834807ee37819a2647451251cc09c85,352574,352574
0xc736ee530072cc85f0df59c647fba88c03d2623c,177345,177345
0xc74c03e0d04003dcccdbb1c7f2536e6000fcd7c1,58524,58524
0xc75273c7a9a9e3540071f965324076cada4af6cd,99313,99313
0xc76e479c364a7ba3a4ed1cf9bb5b52fe352492b8,230122,15497
0xc779c9aeec9a8eedab13dd84c40b3d22f5e59338,354691,354691
0xc77e74d26a72e85eca7415ca4c5035f918882adf,177345,177345
0xc77e7bff4651541591490ceb26044791f4f3f4cb,62070,62070
0xc792b7e64cb827f310027b56df90d24be02482e6,58524,58524
0xc797708a03e511e887517b38d900826b602d91c3,159611,159611
0xc79dfc89d240fd3542d995d895d97fa574ba6483,785641,785641
0xc7af8a1c7ce26afb064eada5015e88af8c44b294,362125,266018
0xc7b4087483d7ade2904411ceb6ca4008260b2e1c,532036,532036
0xc7bd49c7d0dcc893a9ae8c15fd99e563b638f3a2,97540,97540
0xc7c32e908ceca0c308e6c6d58050d233cd278661,277977,266018
0xc7daeca224034042b5f14f71d6494182068ba2f4,1773456,1773456
0xc7eef7332f2ace5b0fd6b9cef84d527fb1da3639,549627,293765
0xc7f6afb0ac26796ef6fb5bb5060686a623d24c2a,10000000,4965677
0xc802816e7b4c9e6f6dc767efb0ca1be904d826a2,62070,62070
0xc81affa42a5cae781dcfeb15ec6f63fedd20f813,1773456,1773456
0xc8269c54dc144c677e3637f4b45cebd2b1881464,354691,354691
0xc82c9ec38ebdd86627126a6ba3c2185ef21e6581,70938,70938
0xc8340f97a777e76ab7d25d5344c44bc7ad634e8f,60297,60297
0xc836fd88e94114b66becbc4ba406e432b192c885,98781,98781
0xc851319b4dbfe55f6f4144ee5111df386afa4b8c,137230,70938
0xc8628ca35f6dc53a385ba93b18a3a98d9104c456,266018,266018
0xc869d353b4eaf935c9fd807868cfb8a1e72e5d3b,79805,79805
0xc86cb08c806c20e56474f10bac1848382a789857,295955,295955
0xc87868384c55d891783adf82f72559df81864281,300000,19233
0xc8793356b213b7a024502a2419459f1e03422fbd,266018,266018
0xc8803d21a704bfebdbc394bd16501a4b36ad3a2d,177345,177345
0xc8818b415620ab32dde161469f06e088bb382ffe,70938,70938
0xc8844cddba148ee023dae3f18f4b91d148e8b2a8,127688,127688
0xc887bbc77258de69f2dd23f5292fbf7f4daf4a78,177345,177345
0xc89569e139058cda622624fc29897874fc377ab9,138934,88672
0xc89edc10543fdd924f855f00461a92d08a118eb3,19685,19685
0xc8a098f2e029cbc4e8f8eacba908206826aa90de,88672,88672
0xc8aac11331db06dd0e81e877f2fac075c167a43a,232006,73598
0xc8c1237726bb1308964a96309639cc5ea52eb687,58524,58524
0xc8c5bd1272e7101d488c791182a4e17174ca42b0,301487,301487
0xc8c68f2b976db468dbb4ad67489f1ffa6b87da67,620709,620709
0xc8c8cbeafc3a4006519db1306d552ed0396a70c3,150743,150743
0xc8d9451b8194e2680f0a19065c53de5df7f13974,58524,58524
0xc8dd40ba1bdb6a3f956904f02b14db24013b8b5d,1773456,1773456
0xc8ed349529bab23ac6c726693623cefa2e31ed98,288439,177345
0xc8eec3e0391ec87a910191773cef390409721bc6,58524,58524
0xc8f22ad4052e1b85a0f90df7890095c10a05319e,1241419,1241419
0xc8f5f71572da4bad62b853648217bcbe4b04c558,443364,443364
0xc8f9f7ac71abfd494de1d602b1f576714bef09d4,269425,269425
0xc90379f3cab2beee51151a6661de95883dd30084,1203013,97540
0xc90ab314d30241101a14a1ec04340e3e3649fc4c,677345,177345
0xc912528bf5fe26a20363f4438b28eb194de0d195,11536281,1773456
0xc913d33dfca1d40241c69372bb702f802c029bb2,402206,266018
0xc919cc63a66e099a9e40cc10d2a65560e1bc7ad5,119230,98682
0xc91c5eecbbe8044bddd4d9cf9c33984395323110,585240,585240
0xc921bd5ebeb8035c2ff7259792529fd3443d8dbc,158754,70938
0xc924fb5c05f870cf023f7a2814dcc88f187d2d87,106407,106407
0xc925af083d7d557daeab6c3b0a0e598a556a9314,518277,276859
0xc92da7ea523b4a51219b252fab8d9f60a5033095,3900444,3546912
0xc9349f527ae49227b4187db0c486d25d7f893074,88672,88672
0xc93678ec2b974a7ae280341cefeb85984a29fff7,5320368,5320368
0xc94127e44bf255faeca85792757e90bbf629414d,58524,58524
0xc9414e9f10a69d955f9974b1e5e6a3d0f36398f3,63883,63883
0xc94354f87a2ab16bd0f98db3bf31ef53eb75668e,585240,585240
0xc94f59285c4bb426abbafb198d904b736c4fdb79,201551,177345
0xc95086539f40ae4c658d64c5d159bac00da24fe8,1773456,1773456
0xc95766c3a329a371b8be221f390f30c67211d118,1170481,1170481
0xc95c097c9c0a614e0d6b2209dba550bf96d85a77,58524,58524
0xc960517dee7a3fc8b1f28481fd82756023d3470d,177345,177345
0xc960dae6da7c9837ffcf0c846f6b4d22f2aae352,266018,266018
0xc98054c0f86792fb27cde75c50623f5c2e75c032,70938,70938
0xc982bd98162fb05bbf08f2a6eae16b44d8643248,60297,60297
0xc9aeefaa9609dbeaef8b7b9d606b9049e9fae5ac,58524,58524
0xc9af756feaaa333ae6f9cc8478276058a3cd9960,886728,886728
0xc9b5c685379a803049e806a6706ec8f2251500a2,62070,62070
0xc9b8de87f20468e94583ebcc24c597ea94a82739,1418764,1418764
0xc9c86407af328983c4312f3dac6540afaec2196d,1596110,1596110
0xc9da5b25c6b8f0d2afa1e9a05f318c67b8291402,88672,88672
0xc9fcc43ddc59805d654988c2aa757b9d0bc0aaa4,58524,58524
0xca06b6c3fb835827eb0ac11a9fd6160d5e5136d5,6212498,4433640
0xca1799516b8b755bf3836d5861b23c6524ad331e,115044,115044
0xca1ba6e18350a20f0fbaf2426be50c97a985b463,324960,190761
0xca27f3b574d9aea4123ccc397ce4110b48cd1521,1002002,1002002
0xca2d7b6d834b7430d16adb9bd4c3822862f618a0,354691,354691
0xca335acd543502f97987931d2b3738908375073b,618163,386613
0xca55b3fc11c014d7aa8d887e4b6fc511c2530895,911142,532036
0xca58a6a906fec9a8b4eedca8041c3e9c3fe25d1b,8859832,8859832
0xca5ab85cbe6718b135cb795a180537eb09cdacf1,177345,177345
0xca5ecd790f8ef6a673ae65d730e8d732d3fa95b6,97009,97009
0xca63405b5677c9495b6e2c03ce92ffe0235a674a,71626,71626
0xca681f8652250aef6b62a30b8156539aa13fea03,354691,354691
0xca6ba0b72489ed893afebb6d9c4ab200520566ba,886728,886728
0xca710fe3bd0f01b1441c313fc78b2e476fb26665,767631,585240
0xca7510f2f00ec3e2b3e577a20d46195a8830d429,1964130,1773456
0xca885d5d1ee992a7d9301fce19bcbde80af93df8,2039474,2039474
0xca8a070396a317cdb61f5a8822e78ea433ad47a2,1773456,1773456
0xcaa26cc50fbe9d13ba2f2b97b567cf2da165ba7f,1596110,1596110
0xcaa92e89ba303884bcbc5bbb5e2ad821275d2305,174857,89677
0xcaad4c5737ff411409b094aae34a54a6885e55e4,2000000,1229537
0xcaade3256005c28f37c2e12099952d9bba6619f8,3003735,815789
0xcab4af915606304fabd7adee53acf501b1fe6372,1773456,1773456
0xcab93fad490e1b8717ce76f518278a3f406dfbf2,88672,88672
0xcabbc2c734b70562c9eb5cff1e4b3b9da257763e,58524,58524
0xcac131c219a51abccd597c45a766b1928b17a301,195080,195080
0xcac2f18b0cc46cb52911a5f26e023d2a094e09fc,60297,60297
0xcac610d38a0d2ada0a45db2597dd891ba5d671f8,141876,141876
0xcac73b6f706d46f793c433604d45c9287ea87e31,58524,58524
0xcad621da75a66c7a8f4ff86d30a2bf981bfc8fdd,495588,495588
0xcae6724c410084fc1c6ec43ba6907d2e8e792e5e,106407,106407
0xcaef2dc7ed2bc4a8f4583d0ee8f9b01fa4dc6f11,229454,150743
0xcaf575e6c5245180af6eb302a480e88f912fbe18,141198,141198
0xcb004317ef3ed46614ec6f9f2620322f6c60b002,2353709,886728
0xcb0b7c12979fe3aee106955b66b0afd2296c6b9f,165734,165734
0xcb1a6955f7b94078821bc0697bf85ed38bc226e7,1032723,513528
0xcb32d384cad347d4100646d7b7aa939aafeb29ee,2617107,2166610
0xcb45f404e7151a073b6321130000f538ea8e6733,96954,96954
0xcb480f2b79596450922c72bcbae511b850b69c33,3546912,3546912
0xcb57a32a7febb93d982ffb32415e41fc42901031,3546912,3546912
0xcb6298a820f470bdbec559b479f3d5aaa1cdc9fd,84653,84653
0xcb6bf6645a5439d03c3d1c220be496b8ad38cc35,177345,177345
0xcb77e9bac240f2e339114c1c0c40c45c01d7d584,985154,985154
0xcb895dfa8808d0c5a900ced39da485ddc0bf31e9,443364,443364
0xcb927731f27898b30ad85964f9c5b784772cb924,354691,354691
0xcb9dcd60980a74f27f381f93241a8b0bf4b4a024,65617,65617
0xcbaf326e91558330a8029db48b86571e9abc9d9e,248283,248283
0xcbafc90c81a88335a15a39aa6b87022d3e688811,370880,370880
0xcbbfece866a198f01ebd93b4ebe2d674542bec7c,177345,177345
0xcbc1e67eef3c48e65f95a18527fe4f37a392e481,96467,62070
0xcbc9291f8960463e8c021f5eaffa2a6b49d4cb5a,62070,62070
0xcbcb2b81004c25cdccf61a0dfad9d14f638ac76d,1247133,783220
0xcbccaeb556ce1e60529a7b1417036161c64159cb,9339524,5320368
0xcbd4318f7be189a2af2d2f7ef05c39532b31c2a9,340850,212814
0xcbe5e00533ba660bfaa9db1b95bf64243966f2b1,501930,501930
0xcbf732b662128dcdd38d40fcb2e6965a0d39ab5d,166815,112040
0xcc0d6e4bb0f54c7e62423e81a0e550d67b772a5c,184457,184457
0xcc14477307b06664bb66236efcfd76de22a92109,177345,177345
0xcc17622bb5b0e7e86b3d0242692cc5c5c933791e,218135,218135
0xcc1fb0125c9ed3325837590847c9385e6e3059e9,1773456,1773456
0xcc2588eda6371bf3dd248f44d18961f94d7dd3b4,1773456,1773456
0xcc2e028686c9d8a520363493180fa7d2dc4b689b,177368,177345
0xcc31ec020f8cd80e493d1c790cb75295dff4cf3d,354691,354691
